LinReg:ID,chromosome,MAPINFO,p-values,q-values,intercept,V1,V2,beta,statistic,UCSC_RefGene_Name,Relation_to_UCSC_CpG_Island
cg26054130,11,129900945,0.00017195151,0.6198096500527092,4.741004,0.0066616246,-0.553002,-5.497564,-5.3559,nan,N_Shore
cg06422525,1,91392504,0.00017831448,0.6394582988693583,-1.3683034,0.047169786,0.745236,-1.9424015,-5.3335586,ZNF644,nan
cg15860771,1,51731173,0.00017919451,0.6394582988693583,3.103217,-0.005680042,0.21981497,-3.0211911,-5.330535,RNF11,nan
cg03057535,18,46486325,0.00018258627,0.6483202455107057,3.0108683,-0.010101939,0.12781364,-2.691297,-5.3190255,nan,nan
cg27377960,1,150107841,0.00018458316,0.6487551672223215,0.42650124,0.013573889,0.5356653,-1.8963786,-5.312354,VPS45,nan
cg11986226,7,40026390,0.00018481525,0.6487551672223215,2.841931,0.00589963,0.24206145,-3.892284,-5.3115835,CDK13,nan
cg15903937,11,88092892,0.00018543575,0.6487551672223215,3.4756749,-0.009120953,-0.5436983,-3.1089091,-5.309529,nan,nan
cg03986418,16,14543946,0.00018808481,0.6548131512465216,4.281116,-0.01719821,-0.060058564,-3.5016167,-5.300837,PARN,nan
cg12604268,3,15067066,0.00019128306,0.6627150288103737,1.8614949,0.016839422,0.24520877,-3.3670068,-5.2905135,NR2C2,nan
cg07313613,3,124711311,0.0001962403,0.6766052832352454,7.136295,-0.028829562,-0.41954824,-5.7321534,-5.2748656,HEG1,nan
cg06475513,16,85593560,0.00019931392,0.6816554396931566,6.9037976,-0.07771193,-1.171867,-2.8376296,-5.2653713,nan,S_Shelf
cg01419499,8,132935411,0.00019961523,0.6816554396931566,7.0179834,-0.032433573,-0.53417003,-5.3432026,-5.2644486,EFR3A,nan
cg04703974,17,35922642,0.00020158183,0.685093133776432,4.008619,0.0076229814,-0.1359347,-4.763315,-5.258464,SYNRG,nan
cg00856223,22,28711764,0.00020275805,0.6858247749784534,6.239231,-0.049835287,-0.9241238,-3.3805518,-5.254914,TTC28,nan
cg01309945,4,139126892,0.00020548436,0.6917679591310586,3.8292212,-0.000119738244,-0.17771135,-4.504743,-5.246767,SLC7A11,nan
cg26146946,8,27610754,0.00020685418,0.6929214618230107,0.5433229,0.028832592,0.60768056,-3.1171348,-5.242717,CCDC25,nan
cg02384175,3,190233868,0.00020776877,0.6929214618230107,5.6764007,-0.023056787,-0.066392645,-4.8615947,-5.2400284,IL1RAP,S_Shore
cg15268954,2,189343637,0.0002090511,0.6939553261121334,-2.5373437,0.068408884,0.35338372,-3.8612006,-5.2362795,GULP1,nan
cg06572974,15,93442219,0.00021370153,0.6980772846834822,5.247157,0.008140074,0.2661193,-6.6115303,-5.2228847,CHD2,nan
cg25155679,13,67479146,0.00021462503,0.6980772846834822,-9.821188,0.22462676,5.115925,-6.9887385,-5.2202616,PCDH9,nan
cg04987939,7,127538334,0.00021564824,0.6980772846834822,13.655805,-0.07807518,-1.9749953,-10.402817,-5.2173686,SND1,nan
cg05476493,6,112552771,0.00021570997,0.6980772846834822,-1.9035314,0.049672876,0.45432124,-1.6283851,-5.2171946,LAMA4,nan
cg10246535,16,23491778,0.00021625803,0.6980772846834822,4.8048644,-0.04096123,-1.0546838,-2.6871192,-5.215651,GGA2,nan
cg13979492,1,162742650,0.00021763188,0.6980772846834822,3.8498774,-0.040571008,0.39599082,-2.390888,-5.211801,DDR2,nan
cg06648629,1,68511835,0.00021822036,0.6980772846834822,7.3457985,-0.06798326,-0.5971414,-4.041993,-5.21016,DIRAS3,N_Shore
cg02459694,2,65467912,0.00021886421,0.6980772846834822,4.83286,-0.012100658,-0.015942361,-4.735385,-5.2083693,ACTR2,nan
cg02500075,3,179263203,0.00021909577,0.6980772846834822,2.6647854,-0.02367335,0.78569996,-3.002866,-5.2077265,nan,nan
cg17194590,12,96186769,0.00022540985,0.7150030522892484,2.9527826,0.0039127227,0.19623996,-3.6544752,-5.190474,nan,S_Shore
cg04819081,2,24026544,0.00023435759,0.737636963482795,0.9933148,0.014991785,0.36950642,-2.3096907,-5.1668763,ATAD2B,nan
cg00498381,18,3770702,0.00023461242,0.737636963482795,11.874572,-0.0508448,-1.3107388,-9.596762,-5.1662183,DLGAP1,N_Shore
cg04741094,3,197209034,0.00024398076,0.7637271872092817,5.648342,-0.07172623,-0.70303714,-3.1231248,-5.1425323,nan,nan
cg21364038,9,15593247,0.0002495671,0.7772521861436966,3.0740616,0.0047809817,0.6065354,-4.3991337,-5.128859,CCDC171,nan
cg23378935,12,25655391,0.0002517502,0.7772521861436966,5.021701,-0.050946616,-0.39791492,-2.593225,-5.1236024,LMNTD1,nan
cg20538812,17,16042433,0.00025212392,0.7772521861436966,3.4149175,-0.00915935,0.3739064,-3.3971097,-5.1227074,NCOR1,nan
cg27010449,2,39457989,0.00025265763,0.7772521861436966,1.4305446,0.0057769245,0.3112285,-2.2637882,-5.121432,CDKL4,nan
cg01174459,12,105761853,0.00025462906,0.7799550491418138,1.8686117,0.00028146463,0.43961138,-2.3708694,-5.1167436,C12orf75,nan
cg14790517,5,145485247,0.0002735151,0.8309629714580877,3.36923,-0.0025606004,-0.2243723,-3.3892317,-5.073675,PLAC8L1,nan
cg26447219,3,169854564,0.00027361003,0.8309629714580877,3.8587034,-0.029807825,-0.13697357,-2.4440231,-5.073467,PHC3,nan
cg07850454,2,231612972,0.00028903305,0.8705936740503495,1.776731,-0.002693378,0.054349557,-1.8144487,-5.0405626,CAB39,nan
cg07778064,2,25983524,0.00029014322,0.8705936740503495,4.236947,-0.036141973,-0.17357072,-2.455055,-5.0382657,ASXL2,nan
cg14244739,9,103208696,0.00029031865,0.8705936740503495,2.3809426,-0.0013789979,0.06656471,-2.6173277,-5.037904,C9orf30,nan
cg23192824,6,142738443,0.00029182227,0.8714411411741038,-1.0543689,0.03774353,0.51668406,-1.6875932,-5.034809,GPR126,nan
cg00732059,16,71740210,0.00029435786,0.8725039090327187,7.7721376,-0.03772962,-0.37160057,-5.8269277,-5.0296288,PHLPP2,nan
cg14589420,3,73101252,0.00029472285,0.8725039090327187,5.4535236,-0.0115183275,0.015329678,-5.7311144,-5.028887,PPP4R2,nan
cg24079092,12,31659989,0.00029584568,0.8725039090327187,6.977979,-0.0665365,-2.3461356,-3.2310753,-5.026611,DENND5B,nan
cg16327276,4,16171038,0.000301444,0.885355916465302,3.437788,-0.014481572,-0.019947572,-2.8748505,-5.015396,TAPT1,nan
cg22168287,10,24544293,0.00030492822,0.8919188045168039,7.951036,-0.07155882,-0.93439937,-4.504041,-5.008526,KIAA1217,nan
cg12617520,7,128658219,0.00030759381,0.896043381229523,1.846004,0.020602802,0.6155891,-3.6646204,-5.0033255,TNPO3,nan
cg03231326,4,83765690,0.00031441273,0.9105571646782756,4.782082,-0.02358913,0.07484937,-3.7393534,-4.9902344,SEC31A,nan
cg00602743,13,114890696,0.00031512775,0.9105571646782756,2.106535,-0.015380634,0.71184653,-6.150179,-4.9888787,RASA3,nan
cg21714980,15,91293212,0.00031816578,0.9121662119523607,1.8055438,0.003166179,0.42370245,-2.305438,-4.9831557,BLM,nan
cg13274603,3,194443531,0.00032052264,0.9121662119523607,-1.4466577,0.03838381,1.1824691,-2.1341598,-4.978755,LOC100507391,nan
cg24636611,6,139269418,0.00032066068,0.9121662119523607,-0.6621192,0.038190193,0.48802185,-2.0254579,-4.9784985,REPS1,nan
cg05113410,2,102327511,0.0003207969,0.9121662119523607,1.8869383,-0.011430786,0.76990944,-2.4370086,-4.9782453,MAP4K4,nan
cg25086959,5,64042509,0.0003237098,0.91508812192194,-0.6864216,0.052890167,1.8063443,-3.8208,-4.9728575,SREK1IP1,nan
cg17015220,X,19989883,0.0003245995,0.91508812192194,2.0551727,-0.0058540087,-0.25452098,-2.0766363,-4.9712224,nan,nan
cg13743713,12,91338834,0.00032586817,0.91508812192194,0.75391537,0.01512698,0.25521055,-1.9795413,-4.9688983,LINC00615,nan
cg10519393,1,235985098,0.0003273721,0.91508812192194,3.4826658,-0.036062937,0.11771102,-1.9248717,-4.9661555,LYST,nan
cg25892208,17,2040794,0.00032823536,0.91508812192194,1.3949856,-0.005851539,1.0114394,-2.374091,-4.9645877,SMG6,nan
cg03024176,2,208591984,0.00033279488,0.9241895100974037,5.224915,-0.055497017,-1.372858,-2.7787158,-4.9563756,CCNYL1,nan
cg07711521,12,66543752,0.00033789012,0.9313659125160962,2.002502,0.009360593,-0.7464583,-3.3908775,-4.947337,TMBIM4,nan
cg08351088,3,5207429,0.000337989,0.9313659125160962,2.3071618,-0.005771331,-0.24936531,-2.0695643,-4.947163,ARL8B,nan
cg12793238,2,231977049,0.0003459154,0.9495417929752595,5.930726,-0.06653682,-0.47623965,-2.4067392,-4.933387,PSMD1;HTR2B,nan
cg08050903,14,64324509,0.00035286017,0.9648940972485393,3.113254,-0.029558308,-0.6911639,-2.028553,-4.9215856,SYNE2,S_Shelf
cg09571887,6,152522261,0.0003642202,0.9921566945162312,4.936526,-0.03898519,-0.27450034,-3.0673418,-4.902797,SYNE1;MIR3163,nan
cg26506821,2,202639771,0.0003675146,0.9973242695789922,3.0227697,-0.0013436495,-0.098330505,-3.4514263,-4.8974633,ALS2,nan
cg02960777,7,77562848,0.00037102716,0.999998927116394,2.763735,-0.020292308,-0.93672055,-2.8232732,-4.8918314,PHTF2,nan
cg07226883,12,80178357,0.0003754856,0.999998927116394,2.5795584,-0.01273926,0.3189781,-2.462556,-4.8847623,PPP1R12A,nan
cg27467249,20,43159618,0.0003848048,0.999998927116394,13.755772,-0.079642415,-1.2972088,-9.799951,-4.8702664,PKIG,N_Shore
cg13451819,7,111004444,0.0003849158,0.999998927116394,2.054093,0.002557581,0.2328716,-2.6112547,-4.8700957,IMMP2L,nan
cg20227723,9,126569749,0.00038796166,0.999998927116394,1.0536748,0.02905172,0.968563,-3.973119,-4.865439,DENND1A,nan
cg23109910,4,88026471,0.00038857924,0.999998927116394,4.768068,-0.036192536,-0.95449865,-2.6071758,-4.8644996,AFF1,nan
cg03967533,1,23378206,0.00039026586,0.999998927116394,2.0084426,-0.011711762,-0.21639816,-1.5181599,-4.8619413,KDM1A,nan
cg00498529,6,43914640,0.00039084046,0.999998927116394,2.0563514,0.0015623702,-0.06184645,-2.6330037,-4.8610725,nan,nan
cg26145442,8,103918769,0.00039276548,0.999998927116394,4.9380846,-0.05720354,1.0516577,-11.1898985,-4.858172,AZIN1-AS1,nan
cg16285426,5,148336254,0.00039393155,0.999998927116394,6.547561,-0.078483015,-0.16565865,-3.2302554,-4.856422,nan,nan
cg14224214,17,35791094,0.00039702203,0.999998927116394,1.9190509,0.00913926,0.8373185,-3.2053204,-4.8518095,TADA2A,nan
cg02401786,17,1277873,0.00040887514,0.999998927116394,-5.9040794,0.11351672,1.4075646,-5.566755,-4.834463,YWHAE,nan
cg12114758,1,235946252,0.00041760292,0.999998927116394,3.9874513,-0.023729984,-0.07776054,-2.9302416,-4.8220234,LYST,nan
cg18688142,6,144657165,0.0004198907,0.999998927116394,4.533877,-0.036639005,-0.93109804,-2.6176429,-4.8188076,UTRN,nan
cg17673495,10,52379046,0.0004217333,0.999998927116394,1.6936147,0.010496746,0.26489422,-3.0062656,-4.8162313,SGMS1,N_Shelf
cg26229208,16,78132846,0.00043209505,0.999998927116394,-2.6954436,0.08026749,1.1502547,-2.7972126,-4.8019576,WWOX,N_Shore
cg07369858,16,56817295,0.0004322091,0.999998927116394,-1.8750056,0.055421676,1.0835677,-2.2176433,-4.801802,NUP93,nan
cg23979876,4,141299001,0.00043693383,0.999998927116394,2.639951,-0.0047112512,0.034729913,-2.7769933,-4.795414,SCOC,S_Shelf
cg09334757,3,123678569,0.00043974753,0.999998927116394,9.131297,-0.021764059,-1.0658312,-8.4545965,-4.791644,CCDC14,N_Shore
cg00966540,12,112785457,0.0004420508,0.999998927116394,-4.931522,0.11346632,3.3338943,-4.0556884,-4.7885766,HECTD4,nan
cg26826331,4,114677214,0.000444202,0.999998927116394,-0.37020013,0.028425552,0.42174122,-3.953965,-4.7857265,CAMK2D,nan
cg06895953,1,39687307,0.00044532638,0.999998927116394,7.2882667,-0.039987907,-0.93388945,-5.3222156,-4.7842426,MACF1,nan
cg10523193,11,93463762,0.00044811258,0.999998927116394,1.1288357,0.017695488,0.50634515,-2.564444,-4.780583,SNORA25,nan
cg24748868,6,151660133,0.0004497526,0.999998927116394,1.2274579,0.00777612,0.60954857,-2.078057,-4.7784395,AKAP12,N_Shelf
cg07397710,10,101502453,0.00045329763,0.999998927116394,-3.2627807,0.07858437,2.5375683,-3.0433922,-4.773834,CUTC,nan
cg08865636,13,41267283,0.0004537571,0.999998927116394,4.1242113,-0.012344081,-0.90435266,-13.063973,-4.77324,nan,nan
cg22691926,3,27156148,0.0004619152,0.999998927116394,3.2632196,-0.028616475,-0.24142328,-2.275168,-4.7627954,nan,nan
cg00408605,8,141466079,0.00046312026,0.999998927116394,0.70851845,0.021759957,0.45701972,-2.234653,-4.7612686,TRAPPC9,N_Shore
cg04823639,10,105853716,0.00046443517,0.999998927116394,5.3145566,-0.038017426,-0.8961044,-3.816054,-4.759608,nan,nan
cg05658214,14,23519368,0.000465248,0.999998927116394,10.323748,-0.0008220019,-0.1895426,-10.914702,-4.7585835,CDH24,S_Shore
cg17883444,18,51886470,0.00046648266,0.999998927116394,13.613449,-0.049830675,-0.92565274,-11.116021,-4.7570314,C18orf54,S_Shore
cg11534481,7,127496578,0.00046654016,0.999998927116394,3.3192337,-0.010363618,0.1224464,-3.0139372,-4.7569594,SND1,nan
cg08407503,12,30842614,0.00046753127,0.999998927116394,9.887092,-0.05312364,-0.963891,-7.2813964,-4.7557163,IPO8,nan
cg21476937,13,80849027,0.0004684314,0.999998927116394,-1.6250521,0.08831138,-0.0025717244,-6.4468594,-4.75459,nan,nan
cg20267828,6,128222390,0.00047347727,0.999998927116394,0.6164466,0.03747292,0.51285166,-3.287801,-4.748318,THEMIS,nan
cg15588486,6,80803968,0.00047553366,0.999998927116394,0.56118387,0.017134434,0.6306804,-18.348692,-4.745782,nan,nan
cg12629264,5,77593634,0.00047568206,0.999998927116394,5.7162843,-0.026431888,0.08538921,-5.005781,-4.7455993,nan,S_Shelf
cg11433659,2,48677627,0.0004787156,0.999998927116394,3.9962614,-0.028686145,-0.035906807,-2.8550172,-4.7418804,KLRAQ1,nan
cg23277505,3,106142783,0.00047963552,0.999998927116394,5.489947,-0.03899023,-0.6294325,-3.3068,-4.7407575,nan,nan
cg16371703,17,38332704,0.00048303267,0.999998927116394,1.3677583,0.046186868,0.9850433,-5.051884,-4.7366295,RAPGEFL1,N_Shore
cg00265412,5,16741057,0.00048418235,0.999998927116394,-2.507173,0.07124756,1.3773342,-2.7170599,-4.7352395,MYO10,nan
cg21792432,7,124538660,0.0004919064,0.999998927116394,-0.13950835,0.035170965,0.7662803,-2.4177058,-4.72599,POT1,nan
cg00759508,15,93442616,0.000493392,0.999998927116394,6.461761,-0.01804471,-0.37507027,-6.2131567,-4.724228,CHD2,nan
cg16953294,12,123745869,0.00049533887,0.999998927116394,3.8260763,-0.01825409,-0.14610799,-2.9504726,-4.7219276,CDK2AP1,nan
cg11449299,17,60640583,0.00049703906,0.999998927116394,2.3127823,0.02870028,0.32913825,-4.493236,-4.719927,TLK2,nan
cg01373217,13,39975312,0.00049869885,0.999998927116394,2.5743785,-0.017025517,-0.21210518,-2.1029828,-4.71798,LHFP,nan
cg01818662,14,32182937,0.0005009243,0.999998927116394,2.5404968,-0.0042445706,-0.086231,-2.5725431,-4.7153807,NUBPL,nan
cg10151021,16,56817478,0.00050856255,0.999998927116394,-0.30499017,0.02832674,0.32155275,-1.7293036,-4.706549,NUP93,nan
cg17161750,2,39751081,0.0005110685,0.999998927116394,2.6917224,-0.026686098,0.44267568,-4.168399,-4.7036824,LOC728730,nan
cg06080121,2,172348399,0.00051176426,0.999998927116394,3.5341368,-0.015477709,-0.065152,-2.7882519,-4.702889,nan,nan
cg21567531,11,125514419,0.0005314204,0.999998927116394,6.217433,-0.0314914,-0.34006986,-4.6074653,-4.6809273,CHEK1,nan
cg19803200,22,45810947,0.00054282177,0.999998927116394,1.6545632,0.0107871285,0.36158836,-2.7044735,-4.6685743,SMC1B;RIBC2,S_Shore
cg09400701,12,46031740,0.0005556723,0.999998927116394,-4.7617145,0.099165626,0.954331,-2.5405922,-4.654972,nan,nan
cg02087272,2,23850319,0.0005571229,0.999998927116394,-19.717855,0.098150805,1.4113402,16.804134,4.653457,KLHL29,N_Shore
cg07020871,1,8932179,0.00055853836,0.999998927116394,4.711497,-0.058109205,-0.022665178,-2.4356275,-4.651983,ENO1,nan
cg10683641,16,74490176,0.00055934215,0.999998927116394,1.2088373,0.005914321,0.40474316,-2.0986345,-4.6511474,GLG1,nan
cg23860509,3,156506797,0.00056515005,0.999998927116394,2.7632077,-0.02967701,0.6220356,-2.1313157,-4.6451483,LINC00886,nan
cg10190584,4,48560881,0.0005674891,0.999998927116394,3.065392,-0.0021220874,0.33069468,-3.2972672,-4.6427507,FRYL,nan
cg21900997,1,41624318,0.00056783896,0.999998927116394,7.631312,-0.03586392,-3.5225708,-5.654298,-4.6423926,SCMH1,nan
cg12301487,7,139059227,0.0005723267,0.999998927116394,3.3534617,-0.013129048,-0.36881837,-2.6121473,-4.637824,C7orf55-LUC7L2;LUC7L2,nan
cg12633652,1,8063623,0.0005733251,0.999998927116394,0.33883533,0.021023354,0.6851327,-2.047713,-4.6368127,nan,nan
cg05591669,8,100806764,0.000581251,0.999998927116394,-1.0460198,0.049366076,1.298411,-2.8317635,-4.628848,VPS13B,nan
cg02855302,14,103453791,0.00058614055,0.999998927116394,1.3882551,0.004407582,-0.35298228,-2.001527,-4.6239915,CDC42BPB,nan
cg02614080,12,88538200,0.0005881073,0.999998927116394,10.7653475,-0.068543226,-0.8799282,-7.2243214,-4.62205,TMTC3,S_Shelf
cg00438513,3,154030213,0.00058930047,0.999998927116394,1.3647113,0.016808767,0.4814672,-2.8808646,-4.620875,DHX36,nan
cg17135675,10,820027,0.0005909216,0.999998927116394,-14.032648,0.1106188,1.9080266,9.4444475,4.619283,nan,nan
cg09241368,12,78851733,0.00059154583,0.999998927116394,3.742464,-0.0074523287,0.080648914,-4.2917767,-4.6186714,nan,nan
cg19598832,19,1646448,0.0005962767,0.999998927116394,-19.301529,0.2137503,3.2485301,8.365705,4.614056,TCF3,Island
cg12554272,X,153308511,0.0005984324,0.999998927116394,0.3977437,0.01867917,0.15354827,-3.0823102,-4.611966,MECP2,nan
cg06516909,12,30573793,0.0006002813,0.999998927116394,0.7050618,0.015095883,0.16668008,-2.680926,-4.6101794,nan,nan
cg06959789,7,66585487,0.0006008325,0.999998927116394,6.911833,-0.08803109,-1.1858913,-1.8506227,-4.609648,TYW1,nan
cg13872123,1,110262769,0.00060089515,0.999998927116394,3.6304104,-0.020574382,-0.75809026,-3.2887795,-4.6095877,nan,nan
cg10088622,1,110375881,0.0006040914,0.999998927116394,0.48482835,0.019735368,0.3421551,-2.2176,-4.6065164,nan,nan
cg12548341,10,104420963,0.00060619344,0.999998927116394,1.6258258,-0.009864063,1.6481991,-7.3057795,-4.6045055,nan,S_Shelf
cg10095950,4,99443697,0.00060679996,0.999998927116394,3.1659813,-0.028626045,-0.1952922,-2.2389336,-4.6039267,TSPAN5,nan
cg11847805,12,108916474,0.00061097683,0.999998927116394,-0.5406789,0.034146264,0.90389,-2.047015,-4.5999565,SART3,nan
cg08113391,7,86988820,0.0006111737,0.999998927116394,4.75431,-0.055643227,1.1278467,-4.3187375,-4.59977,CROT,nan
cg24824623,12,1208672,0.00061491533,0.999998927116394,10.027301,-0.07945018,-1.3197209,-5.8505697,-4.596239,ERC1,nan
cg13570347,11,35238777,0.00062810426,0.999998927116394,3.6955519,-0.037165176,-0.4826959,-1.562916,-4.5839686,CD44,nan
cg11601932,3,195578011,0.0006326791,0.999998927116394,8.204235,-0.10191602,-1.7333859,-5.6056156,-4.579775,nan,nan
cg04973426,7,127023511,0.0006414102,0.999998927116394,1.9948118,-0.00763126,0.13542368,-2.889955,-4.571859,ZNF800,nan
cg21758785,3,176905492,0.00064155576,0.999998927116394,3.4682004,0.0016385203,0.10431051,-3.9209852,-4.5717278,TBL1XR1,nan
cg10716356,1,214785523,0.00064259797,0.999998927116394,-1.8229222,0.057267644,1.3790057,-2.5783014,-4.5707903,CENPF,S_Shelf
cg06891858,18,19323333,0.00064887863,0.999998927116394,6.855007,-0.035366815,-0.2561997,-5.251995,-4.565176,MIB1,S_Shore
cg01691194,6,17886124,0.0006491184,0.999998927116394,-0.37343362,0.03400805,0.53091234,-2.1430712,-4.564963,KIF13A,nan
cg07507194,1,154412839,0.0006544805,0.999998927116394,2.4066944,-0.0054670162,-0.0336391,-2.5415428,-4.560216,IL6R,nan
cg03811342,6,4600641,0.00066145085,0.999998927116394,2.0652666,0.03186638,0.6057164,-4.6378818,-4.5541053,nan,nan
cg21670828,2,102410963,0.000665115,0.999998927116394,4.050671,-0.0417535,-0.21000855,-1.8662754,-4.55092,MAP4K4,nan
cg22464076,8,38718315,0.00066812075,0.999998927116394,0.9183219,0.018193603,0.65803814,-2.6206374,-4.548321,nan,nan
cg09640156,16,80099421,0.0006728411,0.999998927116394,3.2201893,-0.0057111834,-0.14385124,-3.4696732,-4.5442634,nan,nan
cg21031875,10,101691159,0.0006743236,0.999998927116394,2.2912652,0.0044748927,-1.1214726,-2.575192,-4.542995,DNMBP;DNMBP-AS1,nan
cg14765183,12,76441995,0.00067581364,0.999998927116394,3.3808131,-0.019063106,-0.61044365,-3.050382,-4.5417233,NAP1L1,nan
cg20269352,1,44483206,0.00067590515,0.999998927116394,-17.116508,0.014410426,1.3540184,18.466097,4.5416455,SLC6A9,nan
cg05742784,10,52916927,0.00067841593,0.999998927116394,5.008052,-0.06224917,0.49165905,-3.0319653,-4.5395093,PRKG1,nan
cg12262847,1,60218759,0.0006796321,0.999998927116394,3.27805,-0.028021868,-0.3509967,-1.9444906,-4.538478,FGGY,nan
cg26977742,8,132947732,0.00068474,0.999998927116394,8.930649,-0.00798158,-0.5984328,-8.769271,-4.534166,EFR3A,nan
cg06152855,15,52598531,0.0006896219,0.999998927116394,2.0901074,-0.009126303,-0.53007054,-3.8773606,-4.5300756,nan,nan
cg00750399,17,65141911,0.0006900834,0.999998927116394,1.7676799,-0.0055014878,0.18585387,-1.8318527,-4.5296903,HELZ,nan
cg10994681,11,31672091,0.00069017895,0.999998927116394,7.4364653,-0.02839425,-0.4740667,-6.205811,-4.5296106,ELP4,nan
cg01579884,7,37004390,0.00069271185,0.999998927116394,-3.518678,0.087848134,1.3438716,-3.2615786,-4.5275025,ELMO1,nan
cg16699470,5,179132313,0.00069754454,0.999998927116394,3.5289402,-0.03285975,-0.5809662,-1.7548305,-4.523502,CANX,nan
cg10390791,13,20484548,0.0006996941,0.999998927116394,1.395522,0.008903058,0.3069203,-3.6488066,-4.5217314,nan,nan
cg10657563,14,81420147,0.00070057996,0.999998927116394,8.037784,-0.037682615,-1.112263,-6.326131,-4.5210037,nan,N_Shore
cg22090534,7,73968798,0.00070548407,0.999998927116394,0.19603865,0.02494868,0.7702944,-2.5724926,-4.5169916,GTF2IRD1,nan
cg03206044,4,148657866,0.0007056382,0.999998927116394,5.4933915,-0.063432954,-0.54262006,-14.322702,-4.5168657,ARHGAP10,S_Shelf
cg27428418,22,50167366,0.0007082592,0.999998927116394,20.735556,-0.036663983,-0.9290354,-19.975704,-4.5147343,BRD1,S_Shore
cg01006034,1,1322789,0.00071384775,0.999998927116394,25.249226,-0.06851024,-1.8678167,-23.575502,-4.5102158,CCNL2,Island
cg06965169,10,1209379,0.00073018414,0.999998927116394,-12.222837,-0.120854765,-2.492555,23.5581,4.4972157,NCRNA00200,Island
cg03365232,17,26425352,0.000736126,0.999998927116394,0.43770093,0.040557593,0.6890464,-3.3989398,-4.492563,NLK,nan
