motif,NumOfProbes,PercentageOfProbes,lowerOR,upperOR,OR,p.value,FDR,TF family,TF subfamily,TF.family.member,TF.subfamily.member
SOX10_HUMAN.H11MO.0.B,19,0.14074074074074075,1.3885815563699397,3.903660614690701,2.39011789089869,0.0011814145765103102,0.006260990664009288,SOX-related factors{4.1.1},Group E{4.1.1.5},BBX;CIC;HBP1;SOX1;SOX10;SOX11;SOX12;SOX13;SOX14;SOX15;SOX17;SOX18;SOX2;SOX21;SOX3;SOX30;SOX4;SOX5;SOX6;SOX7;SOX8;SOX9;SRY,SOX10;SOX8;SOX9
SOX4_HUMAN.H11MO.0.B,32,0.23703703703703705,1.3851567233664643,3.1942457162726057,2.1295135634792413,4.1838825741606953e-4,0.0027724189901371177,SOX-related factors{4.1.1},Group C{4.1.1.3},BBX;CIC;HBP1;SOX1;SOX10;SOX11;SOX12;SOX13;SOX14;SOX15;SOX17;SOX18;SOX2;SOX21;SOX3;SOX30;SOX4;SOX5;SOX6;SOX7;SOX8;SOX9;SRY,SOX11;SOX4
PO2F1_HUMAN.H11MO.0.C,22,0.16296296296296298,1.3826735862359514,3.6461272803032236,2.2939267120046587,0.001026193747842221,0.0056511203457537285,POU domain factors{3.1.10},POU2 (Oct-1/2-like factors){3.1.10.2},CDX1;CDX2;CDX4;EVX1;EVX2;GBX1;GBX2;GSX1;GSX2;HDX;HMBOX1;HNF1A;HNF1B;HOXA1;HOXA10;HOXA11;HOXA13;HOXA2;HOXA3;HOXA4;HOXA5;HOXA6;HOXA7;HOXA9;HOXB1;HOXB13;HOXB2;HOXB3;HOXB4;HOXB5;HOXB6;HOXB7;HOXB8;HOXB9;HOXC10;HOXC11;HOXC12;HOXC13;HOXC4;HOXC5;HOXC6;HOXC8;HOXC9;HOXD1;HOXD10;HOXD11;HOXD12;HOXD13;HOXD3;HOXD4;HOXD8;HOXD9;MEOX1;MEOX2;MNX1;PDX1;POU1F1;POU2F1;POU2F2;POU2F3;POU3F1;POU3F2;POU3F3;POU3F4;POU4F1;POU4F2;POU4F3;POU5F1;POU5F1B;POU5F2;POU6F1;POU6F2,POU2F1;POU2F2;POU2F3
DLX2_HUMAN.H11MO.0.D,18,0.13333333333333333,1.3727325036537432,3.9581845433480125,2.3975331401994078,0.0015451074003413746,0.007837353984626315,NK-related factors{3.1.2},DLX{3.1.2.5},BARHL1;BARHL2;BARX1;BARX2;BSX;DBX1;DBX2;DLX1;DLX2;DLX3;DLX4;DLX5;DLX6;EMX1;EMX2;EN1;EN2;HHEX;HLX;HMX1;HMX2;HMX3;LBX1;LBX2;MSX1;MSX2;NANOG;NKX1-1;NKX1-2;NKX2-1;NKX2-2;NKX2-3;NKX2-4;NKX2-5;NKX2-6;NKX2-8;NKX3-1;NKX3-2;NKX6-1;NKX6-2;NKX6-3;NOTO;TLX1;TLX2;TLX3;VAX1;VAX2;VENTX,DLX1;DLX2;DLX3;DLX4;DLX5;DLX6
DLX1_HUMAN.H11MO.0.D,22,0.16296296296296298,1.3553713971247912,3.573680882306427,2.2487517989043413,0.0012105018003717711,0.006348958422358065,NK-related factors{3.1.2},DLX{3.1.2.5},BARHL1;BARHL2;BARX1;BARX2;BSX;DBX1;DBX2;DLX1;DLX2;DLX3;DLX4;DLX5;DLX6;EMX1;EMX2;EN1;EN2;HHEX;HLX;HMX1;HMX2;HMX3;LBX1;LBX2;MSX1;MSX2;NANOG;NKX1-1;NKX1-2;NKX2-1;NKX2-2;NKX2-3;NKX2-4;NKX2-5;NKX2-6;NKX2-8;NKX3-1;NKX3-2;NKX6-1;NKX6-2;NKX6-3;NOTO;TLX1;TLX2;TLX3;VAX1;VAX2;VENTX,DLX1;DLX2;DLX3;DLX4;DLX5;DLX6
NKX61_HUMAN.H11MO.0.B,20,0.14814814814814814,1.3380838606087715,3.6755953868863798,2.2725616360410834,0.001971284317369535,0.009805549733496203,NK-related factors{3.1.2},NK-6{3.1.2.19},BARHL1;BARHL2;BARX1;BARX2;BSX;DBX1;DBX2;DLX1;DLX2;DLX3;DLX4;DLX5;DLX6;EMX1;EMX2;EN1;EN2;HHEX;HLX;HMX1;HMX2;HMX3;LBX1;LBX2;MSX1;MSX2;NANOG;NKX1-1;NKX1-2;NKX2-1;NKX2-2;NKX2-3;NKX2-4;NKX2-5;NKX2-6;NKX2-8;NKX3-1;NKX3-2;NKX6-1;NKX6-2;NKX6-3;NOTO;TLX1;TLX2;TLX3;VAX1;VAX2;VENTX,NKX6-1;NKX6-2
PROP1_HUMAN.H11MO.0.D,18,0.13333333333333333,1.3237886799612049,3.816874851189941,2.311792067139537,0.0020878971272454893,0.010319030032732514,Paired-related HD factors{3.1.3},PROP{3.1.3.20},ALX1;ALX3;ALX4;ARGFX;ARX;CRX;DMBX1;DPRX;DRGX;DUX4;DUXA;ESX1;GSC;GSC2;HESX1;ISX;LEUTX;MIXL1;NOBOX;OTP;OTX1;OTX2;PHOX2A;PHOX2B;PITX1;PITX2;PITX3;PROP1;PRRX1;PRRX2;RAX;RAX2;RHOXF1;RHOXF2;SEBOX;SHOX;SHOX2;TPRX1;UNCX;VSX1;VSX2,PROP1
ALX4_HUMAN.H11MO.0.D,18,0.13333333333333333,1.3195307636892315,3.804359879697698,2.304381066902756,0.0021473279679859298,0.010412514863629886,Paired-related HD factors{3.1.3},ALX{3.1.3.1},ALX1;ALX3;ALX4;ARGFX;ARX;CRX;DMBX1;DPRX;DRGX;DUX4;DUXA;ESX1;GSC;GSC2;HESX1;ISX;LEUTX;MIXL1;NOBOX;OTP;OTX1;OTX2;PHOX2A;PHOX2B;PITX1;PITX2;PITX3;PROP1;PRRX1;PRRX2;RAX;RAX2;RHOXF1;RHOXF2;SEBOX;SHOX;SHOX2;TPRX1;UNCX;VSX1;VSX2,ALX1;ALX3;ALX4
ZN394_HUMAN.H11MO.0.C,36,0.26666666666666666,1.3143790508599336,2.930582965867164,1.9825752894617874,7.831720873949256e-4,0.0045400427021164485,More than 3 adjacent zinc finger factors{2.3.3},unclassified{2.3.3.0},BCL6B;BCL6;CTCFL;CTCF;FEZF1;GFI1B;GFI1;GLI1;GLI2;GLI3;GLIS1;GLIS2;GLIS3;MTF1;MYNN;MZF1;OSR2;OVOL1;OVOL2;ZNF146;PLAG1;PLAGL1;PRDM14;PRDM1;PRDM6;SCRT1;SCRT2;SNAI1;SNAI2;YY1;YY2;WT1;ZNF324;ZNF354A;ZBTB14;ZBTB18;ZBTB48;ZBTB49;ZBTB7A;ZBTB7B;ZBTB6;ZFP64;ZFP28;ZFP42;ZFP82;ZFX;ZIC1;ZIC2;ZIC3;ZIC4;ZIM3;ZKSCAN1;ZKSCAN3;ZNF121;ZNF136;ZNF140;ZNF143;ZNF148;ZNF214;ZNF232;ZNF250;ZNF257;ZNF260;ZNF263;ZNF264;ZNF274;ZNF281;ZNF282;ZNF317;ZNF320;ZNF322;ZNF329;ZNF331;ZNF333;ZNF350;ZNF384;ZNF394;ZNF410;ZNF436;ZNF449;ZNF490;ZNF502;ZNF524;ZNF528;ZNF547;ZNF549;ZNF554;ZNF563;ZNF582;ZNF586;ZNF589;ZNF652;ZNF667;ZNF680;ZNF708;ZNF713;ZNF768;ZNF816;ZNF18;ZNF41;ZNF76;ZNF85;ZSCAN16;ZSCAN22;ZSCAN31;ZSCAN4,MYNN;MZF1;OSR2;PRDM14;PRDM6;WT1;ZBTB14;ZBTB48;ZBTB49;ZFP64;ZFP28;ZIM3;ZNF121;ZNF250;ZNF257;ZNF263;ZNF274;ZNF317;ZNF320;ZNF329;ZNF331;ZNF394;ZNF449;ZNF502;ZNF528;ZNF547;ZNF549;ZNF554;ZNF586;ZNF589;ZNF667;ZNF680;ZNF708;ZNF713;ZNF768;ZNF18;ZNF85;ZSCAN16;ZSCAN22
SOX1_HUMAN.H11MO.0.D,17,0.1259259259259259,1.3137207349281481,3.894481018029956,2.3314672768481466,0.0025691910518461985,0.012078331103496457,SOX-related factors{4.1.1},Group B{4.1.1.2},BBX;CIC;HBP1;SOX1;SOX10;SOX11;SOX12;SOX13;SOX14;SOX15;SOX17;SOX18;SOX2;SOX21;SOX3;SOX30;SOX4;SOX5;SOX6;SOX7;SOX8;SOX9;SRY,SOX1;SOX21;SOX2;SOX3
PAX7_HUMAN.H11MO.0.D,13,0.0962962962962963,1.2904096581949243,4.426674086464459,2.4933409240562527,0.0038167258716240824,0.0170098014278738,Paired plus homeo domain{3.2.1},PAX-3/7{3.2.1.1},PAX3;PAX4;PAX6;PAX7,PAX3;PAX7
OLIG1_HUMAN.H11MO.0.D,18,0.13333333333333333,1.2766421812538413,3.6810420196829106,2.229521056710428,0.004023729043163552,0.01782928213953505,Tal-related factors{1.2.3},Neurogenin / Atonal-like factors{1.2.3.4},ATOH1;ATOH7;ATOH8;BHLHA15;BHLHA9;BHLHE22;BHLHE23;FERD3L;FIGLA;HAND1;HAND2;LYL1;MESP1;MESP2;MSC;MSGN1;NEUROD1;NEUROD2;NEUROD4;NEUROD6;NEUROG1;NEUROG2;NEUROG3;NHLH1;NHLH2;OLIG1;OLIG2;OLIG3;PTF1A;SCX;TAL1;TAL2;TCF15;TCF21;TCF23;TWIST1;TWIST2,ATOH1;BHLHA15;BHLHE22;BHLHE23;NEUROD1;NEUROD2;NEUROG2;OLIG1;OLIG2;OLIG3
HXA11_HUMAN.H11MO.0.D,20,0.14814814814814814,1.2696437473825244,3.487413416873652,2.156269485049704,0.0028718247384028994,0.013419253777628095,HOX-related factors{3.1.1},HOX9-13{3.1.1.8},CDX1;CDX2;CDX4;EVX1;EVX2;GBX1;GBX2;GSX1;GSX2;HDX;HMBOX1;HNF1A;HNF1B;HOXA1;HOXA10;HOXA11;HOXA13;HOXA2;HOXA3;HOXA4;HOXA5;HOXA6;HOXA7;HOXA9;HOXB1;HOXB13;HOXB2;HOXB3;HOXB4;HOXB5;HOXB6;HOXB7;HOXB8;HOXB9;HOXC10;HOXC11;HOXC12;HOXC13;HOXC4;HOXC5;HOXC6;HOXC8;HOXC9;HOXD1;HOXD10;HOXD11;HOXD12;HOXD13;HOXD3;HOXD4;HOXD8;HOXD9;MEOX1;MEOX2;MNX1;PDX1;POU1F1;POU2F1;POU2F2;POU2F3;POU3F1;POU3F2;POU3F3;POU3F4;POU4F1;POU4F2;POU4F3;POU5F1;POU5F2;POU6F1;POU6F2,HOXA10;HOXA11;HOXA13;HOXA9;HOXB13;HOXC10;HOXC11;HOXC12;HOXC13;HOXC9;HOXD10;HOXD11;HOXD12;HOXD13;HOXD9
NFAC4_HUMAN.H11MO.0.C,20,0.14814814814814814,1.2644321003842118,3.473050661763372,2.147622110444649,0.0029721678192013022,0.013804466196410868,NFAT-related factors{6.1.3},NFATc4 (NFAT3){6.1.3.0.4},NFAT5;NFATC1;NFATC2;NFATC3;NFATC4,NFATC4
NDF1_HUMAN.H11MO.0.A,36,0.26666666666666666,1.2640634151592356,2.818413391441785,1.9064885822149573,0.001438119693960505,0.007391935226956995,Tal-related factors{1.2.3},Neurogenin / Atonal-like factors{1.2.3.4},ATOH1;ATOH7;ATOH8;BHLHA15;BHLHA9;BHLHE22;BHLHE23;FERD3L;FIGLA;HAND1;HAND2;LYL1;MESP1;MESP2;MSC;MSGN1;NEUROD1;NEUROD2;NEUROD4;NEUROD6;NEUROG1;NEUROG2;NEUROG3;NHLH1;NHLH2;OLIG1;OLIG2;OLIG3;PTF1A;SCX;TAL1;TAL2;TCF15;TCF21;TCF23;TWIST1;TWIST2,ATOH1;BHLHA15;BHLHE22;BHLHE23;NEUROD1;NEUROD2;NEUROG2;OLIG1;OLIG2;OLIG3
PHX2B_HUMAN.H11MO.0.D,16,0.11851851851851852,1.2553739654521476,3.8380510927142195,2.2679463745134294,0.004183232125777771,0.01832540891462876,Paired-related HD factors{3.1.3},PHOX{3.1.3.18},ALX1;ALX3;ALX4;ARGFX;ARX;CRX;DMBX1;DPRX;DRGX;DUX4;DUXA;ESX1;GSC;GSC2;HESX1;ISX;LEUTX;MIXL1;NOBOX;OTP;OTX1;OTX2;PHOX2A;PHOX2B;PITX1;PITX2;PITX3;PROP1;PRRX1;PRRX2;RAX;RAX2;RHOXF1;RHOXF2;SEBOX;SHOX;SHOX2;TPRX1;UNCX;VSX1;VSX2,PHOX2A;PHOX2B
ELF3_HUMAN.H11MO.0.A,36,0.26666666666666666,1.248336687711797,2.783485396890376,1.8828122844817585,0.0021337763474655468,0.010412288379088207,Ets-related factors{3.5.2},EHF-like factors{3.5.2.4},EHF;ELF1;ELF2;ELF3;ELF4;ELF5;ELK1;ELK3;ELK4;ERF;ERG;ETS1;ETS2;ETV1;ETV2;ETV3;ETV3L;ETV4;ETV5;ETV6;ETV7;FEV;FLI1;GABPA;SPDEF;SPI1;SPIB;SPIC,EHF;ELF3;ELF5
SOX5_HUMAN.H11MO.0.C,17,0.1259259259259259,1.2385503584748618,3.6719452212136536,2.198017745786837,0.00583597679585629,0.024321827619487563,SOX-related factors{4.1.1},Group D{4.1.1.4},BBX;CIC;HBP1;SOX1;SOX10;SOX11;SOX12;SOX13;SOX14;SOX15;SOX17;SOX18;SOX2;SOX21;SOX3;SOX30;SOX4;SOX5;SOX6;SOX7;SOX8;SOX9;SRY,SOX13;SOX5
HXD12_HUMAN.H11MO.0.D,21,0.15555555555555556,1.2333714405708809,3.3168158661561367,2.069365241592472,0.004089475552841466,0.01801706086423297,HOX-related factors{3.1.1},HOX9-13{3.1.1.8},CDX1;CDX2;CDX4;EVX1;EVX2;GBX1;GBX2;GSX1;GSX2;HDX;HMBOX1;HNF1A;HNF1B;HOXA1;HOXA10;HOXA11;HOXA13;HOXA2;HOXA3;HOXA4;HOXA5;HOXA6;HOXA7;HOXA9;HOXB1;HOXB13;HOXB2;HOXB3;HOXB4;HOXB5;HOXB6;HOXB7;HOXB8;HOXB9;HOXC10;HOXC11;HOXC12;HOXC13;HOXC4;HOXC5;HOXC6;HOXC8;HOXC9;HOXD1;HOXD10;HOXD11;HOXD12;HOXD13;HOXD3;HOXD4;HOXD8;HOXD9;MEOX1;MEOX2;MNX1;PDX1;POU1F1;POU2F1;POU2F2;POU2F3;POU3F1;POU3F2;POU3F3;POU3F4;POU4F1;POU4F2;POU4F3;POU5F1;POU5F2;POU6F1;POU6F2,HOXA10;HOXA11;HOXA13;HOXA9;HOXB13;HOXC10;HOXC11;HOXC12;HOXC13;HOXC9;HOXD10;HOXD11;HOXD12;HOXD13;HOXD9
PBX2_HUMAN.H11MO.0.C,14,0.1037037037037037,1.2209728315181583,4.012846550901972,2.300639570868989,0.0068262920830799755,0.027846937545262754,TALE-type homeo domain factors{3.1.4},PBX{3.1.4.4},IRX2;IRX3;MEIS1;MEIS2;MEIS3;PBX1;PBX2;PBX3;PKNOX1;TGIF2LX;TGIF1;TGIF2,PBX1;PBX2;PBX3
NF2L2_HUMAN.H11MO.0.A,28,0.2074074074074074,1.2175341129079964,2.930871643407785,1.9181418762240372,0.0033657210338615363,0.015446255458971693,Jun-related factors{1.1.1},NF-E2-like factors{1.1.1.2},ATF2;ATF7;BACH1;BACH2;CREB5;JUN;JUNB;JUND;NFE2;NFE2L1;NFE2L2;NFE2L3,BACH1;BACH2;NFE2L1;NFE2L2;NFE2
SOX8_HUMAN.H11MO.0.D,16,0.11851851851851852,1.2050785096586012,3.6841475829188304,2.1770104640354555,0.008276848232342716,0.031435714222345985,SOX-related factors{4.1.1},Group E{4.1.1.5},BBX;CIC;HBP1;SOX1;SOX10;SOX11;SOX12;SOX13;SOX14;SOX15;SOX17;SOX18;SOX2;SOX21;SOX3;SOX30;SOX4;SOX5;SOX6;SOX7;SOX8;SOX9;SRY,SOX10;SOX8;SOX9
TEAD2_HUMAN.H11MO.0.D,25,0.18518518518518517,1.1836555037368894,2.9673457352539763,1.9082774133406528,0.007209433955177733,0.028791858774363403,TEF-1-related factors{3.6.1},TEF-4 (TEAD-2){3.6.1.0.3},TEAD1;TEAD2;TEAD3;TEAD4,TEAD2
SOX10_HUMAN.H11MO.1.A,36,0.26666666666666666,1.1742003960787493,2.6181006092535974,1.7710715921921303,0.005576319104206261,0.023622758402983668,SOX-related factors{4.1.1},Group E{4.1.1.5},BBX;CIC;HBP1;SOX1;SOX10;SOX11;SOX12;SOX13;SOX14;SOX15;SOX17;SOX18;SOX2;SOX21;SOX3;SOX30;SOX4;SOX5;SOX6;SOX7;SOX8;SOX9;SRY,SOX10;SOX8;SOX9
ONEC3_HUMAN.H11MO.0.D,18,0.13333333333333333,1.171738687557853,3.3781369177326006,2.0462719759998866,0.009803691857263545,0.035822968824408497,HD-CUT factors{3.1.9},ONECUT{3.1.9.1},CUX1;CUX2;ONECUT1;ONECUT2;ONECUT3;SATB1;SATB2,ONECUT1;ONECUT2;ONECUT3
GSX1_HUMAN.H11MO.0.D,17,0.1259259259259259,1.1709894915835923,3.4714658642566474,2.078085942781507,0.007862445674868991,0.03030972807661996,HOX-related factors{3.1.1},GSX{3.1.1.12},CDX1;CDX2;CDX4;EVX1;EVX2;GBX1;GBX2;GSX1;GSX2;HDX;HMBOX1;HNF1A;HNF1B;HOXA1;HOXA10;HOXA11;HOXA13;HOXA2;HOXA3;HOXA4;HOXA5;HOXA6;HOXA7;HOXA9;HOXB1;HOXB13;HOXB2;HOXB3;HOXB4;HOXB5;HOXB6;HOXB7;HOXB8;HOXB9;HOXC10;HOXC11;HOXC12;HOXC13;HOXC4;HOXC5;HOXC6;HOXC8;HOXC9;HOXD1;HOXD10;HOXD11;HOXD12;HOXD13;HOXD3;HOXD4;HOXD8;HOXD9;MEOX1;MEOX2;MNX1;PDX1;POU1F1;POU2F1;POU2F2;POU2F3;POU3F1;POU3F2;POU3F3;POU3F4;POU4F1;POU4F2;POU4F3;POU5F1;POU5F2;POU6F1;POU6F2,GSX1;GSX2
DLX6_HUMAN.H11MO.0.D,18,0.13333333333333333,1.1644080791644076,3.3571487501463846,2.033571195758828,0.010017102687212906,0.0362590900086439,NK-related factors{3.1.2},DLX{3.1.2.5},BARHL1;BARHL2;BARX1;BARX2;BSX;DBX1;DBX2;DLX1;DLX2;DLX3;DLX4;DLX5;DLX6;EMX1;EMX2;EN1;EN2;HHEX;HLX;HMX1;HMX2;HMX3;LBX1;LBX2;MSX1;MSX2;NANOG;NKX1-1;NKX1-2;NKX2-1;NKX2-2;NKX2-3;NKX2-4;NKX2-5;NKX2-6;NKX2-8;NKX3-1;NKX3-2;NKX6-1;NKX6-2;NKX6-3;NOTO;TLX1;TLX2;TLX3;VAX1;VAX2;VENTX,DLX1;DLX2;DLX3;DLX4;DLX5;DLX6
ZN394_HUMAN.H11MO.1.D,21,0.15555555555555556,1.1631541559392837,3.1274186953015937,1.951533950517724,0.008202049445426142,0.03130584219021562,More than 3 adjacent zinc finger factors{2.3.3},unclassified{2.3.3.0},BCL6B;BCL6;CTCFL;CTCF;FEZF1;GFI1B;GFI1;GLI1;GLI2;GLI3;GLIS1;GLIS2;GLIS3;MTF1;MYNN;MZF1;OSR2;OVOL1;OVOL2;ZNF146;PLAG1;PLAGL1;PRDM14;PRDM1;PRDM6;SCRT1;SCRT2;SNAI1;SNAI2;YY1;YY2;WT1;ZNF324;ZNF354A;ZBTB14;ZBTB18;ZBTB48;ZBTB49;ZBTB7A;ZBTB7B;ZBTB6;ZFP64;ZFP28;ZFP42;ZFP82;ZFX;ZIC1;ZIC2;ZIC3;ZIC4;ZIM3;ZKSCAN1;ZKSCAN3;ZNF121;ZNF136;ZNF140;ZNF143;ZNF148;ZNF214;ZNF232;ZNF250;ZNF257;ZNF260;ZNF263;ZNF264;ZNF274;ZNF281;ZNF282;ZNF317;ZNF320;ZNF322;ZNF329;ZNF331;ZNF333;ZNF350;ZNF384;ZNF394;ZNF410;ZNF436;ZNF449;ZNF490;ZNF502;ZNF524;ZNF528;ZNF547;ZNF549;ZNF554;ZNF563;ZNF582;ZNF586;ZNF589;ZNF652;ZNF667;ZNF680;ZNF708;ZNF713;ZNF768;ZNF816;ZNF18;ZNF41;ZNF76;ZNF85;ZSCAN16;ZSCAN22;ZSCAN31;ZSCAN4,MYNN;MZF1;OSR2;PRDM14;PRDM6;WT1;ZBTB14;ZBTB48;ZBTB49;ZFP64;ZFP28;ZIM3;ZNF121;ZNF250;ZNF257;ZNF263;ZNF274;ZNF317;ZNF320;ZNF329;ZNF331;ZNF394;ZNF449;ZNF502;ZNF528;ZNF547;ZNF549;ZNF554;ZNF586;ZNF589;ZNF667;ZNF680;ZNF708;ZNF713;ZNF768;ZNF18;ZNF85;ZSCAN16;ZSCAN22
FOXK1_HUMAN.H11MO.0.A,28,0.2074074074074074,1.1576944659190875,2.7869231201420646,1.823786510863824,0.008625956338217363,0.03244201139885652,Forkhead box (FOX) factors{3.3.1},FOXK{3.3.1.11},FOXA1;FOXA2;FOXA3;FOXB1;FOXB2;FOXC1;FOXC2;FOXD1;FOXD2;FOXD3;FOXD4;FOXD4L1;FOXD4L3;FOXD4L4;FOXD4L5;FOXD4L6;FOXE1;FOXE3;FOXF1;FOXF2;FOXG1;FOXH1;FOXI1;FOXI2;FOXI3;FOXJ1;FOXJ2;FOXJ3;FOXK1;FOXK2;FOXL1;FOXL2;FOXM1;FOXN1;FOXN2;FOXN3;FOXN4;FOXO1;FOXO3;FOXO4;FOXO6;FOXP1;FOXP2;FOXP3;FOXP4;FOXQ1;FOXR1;FOXR2;FOXS1,FOXK1
SPI1_HUMAN.H11MO.0.A,38,0.2814814814814815,1.132473015777286,2.4898651656632484,1.694485534352747,0.007833121902675051,0.03030972807661996,Ets-related factors{3.5.2},Spi-like factors{3.5.2.5},EHF;ELF1;ELF2;ELF3;ELF4;ELF5;ELK1;ELK3;ELK4;ERF;ERG;ETS1;ETS2;ETV1;ETV2;ETV3;ETV3L;ETV4;ETV5;ETV6;ETV7;FEV;FLI1;GABPA;SPDEF;SPI1;SPIB;SPIC,SPI1;SPIB;SPIC
HSF1_HUMAN.H11MO.1.A,20,0.14814814814814814,1.1238776137227438,3.086959270538429,1.9088062279174431,0.011710429369239876,0.041227128053351346,HSF factors{3.4.1},HSF1 (HSTF1){3.4.1.0.1},HSF1;HSF2;HSF4;HSF5;HSFX1;HSFY1;HSFY1; HSFY2,HSF1
CEBPB_HUMAN.H11MO.0.A,16,0.11851851851851852,1.1226482250754095,3.4320535953576297,2.028157047753719,0.011674064706980505,0.041227128053351346,C/EBP-related{1.1.8},C/EBP{1.1.8.1},CEBPA;CEBPB;CEBPD;CEBPE;CEBPG;DBP;DDIT3;HLF;NFIL3;TEF,CEBPA;CEBPB;CEBPD;CEBPE;CEBPG;DDIT3
IRF2_HUMAN.H11MO.0.A,37,0.2740740740740741,1.120297811048859,2.479795874926848,1.6827226597716518,0.009996337649993246,0.0362590900086439,Interferon-regulatory factors{3.5.3},IRF-2{3.5.3.0.2},IRF1;IRF2;IRF3;IRF4;IRF5;IRF6;IRF7;IRF8;IRF9,IRF2
STA5B_HUMAN.H11MO.0.A,21,0.15555555555555556,1.1192219532245962,3.0097560816082867,1.87772575855043,0.01434176088124183,0.04936382874748862,STAT factors{6.2.1},STAT5B{6.2.1.0.6},STAT1;STAT2;STAT3;STAT4;STAT5A;STAT5B;STAT6,STAT5B
FOXD2_HUMAN.H11MO.0.D,24,0.17777777777777778,1.105947302832042,2.816201316317725,1.7987748456208368,0.011936720550410536,0.04183277974712056,Forkhead box (FOX) factors{3.3.1},FOXD{3.3.1.4},FOXA1;FOXA2;FOXA3;FOXB1;FOXB2;FOXC1;FOXC2;FOXD1;FOXD2;FOXD3;FOXD4;FOXD4L1;FOXD4L3;FOXD4L4;FOXD4L5;FOXD4L6;FOXE1;FOXE3;FOXF1;FOXF2;FOXG1;FOXH1;FOXI1;FOXI2;FOXI3;FOXJ1;FOXJ2;FOXJ3;FOXK1;FOXK2;FOXL1;FOXL2;FOXM1;FOXN1;FOXN2;FOXN3;FOXN4;FOXO1;FOXO3;FOXO4;FOXO6;FOXP1;FOXP2;FOXP3;FOXP4;FOXQ1;FOXR1;FOXR2;FOXS1,FOXD1;FOXD2;FOXD3
ZNF8_HUMAN.H11MO.0.C,18,0.13333333333333333,1.0997881378573908,3.17066698392411,1.920637982773353,0.01332992512771302,0.04629446970030062,Factors with multiple dispersed zinc fingers{2.3.4},unclassified{2.3.4.0},BCL11A;E4F1;MECOM;HIC1;HIC2;HINFP;IKZF1;INSM1;MAZ;PATZ1;PRDM4;REST;RREB1;SALL4;VEZF1;ZBTB17;ZBTB4;HIVEP1;HIVEP2;ZNF134;ZNF219;ZNF335;ZNF341;ZNF382;ZNF418;ZNF423;ZNF467;ZNF770;ZNF784;ZNF8,E4F1;PRDM4;REST;RREB1;ZBTB17;ZBTB4;ZNF335;ZNF341;ZNF467;ZNF770;ZNF784;ZNF8
EHF_HUMAN.H11MO.0.B,32,0.23703703703703705,1.0967801878901045,2.529031407910208,1.6861592477506027,0.012324598730709032,0.04299667701980391,Ets-related factors{3.5.2},EHF-like factors{3.5.2.4},EHF;ELF1;ELF2;ELF3;ELF4;ELF5;ELK1;ELK3;ELK4;ERF;ERG;ETS1;ETS2;ETV1;ETV2;ETV3;ETV3L;ETV4;ETV5;ETV6;ETV7;FEV;FLI1;GABPA;SPDEF;SPI1;SPIB;SPIC,EHF;ELF3;ELF5
